activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
,1138514,[],CHEMBL661604,Inhibition of [125I]-MIP-1 alpha binding to human CCR5 receptor expressed in Chinese hamster ovary (CHO) cells,B,,,BAO_0000190,BAO_0000219,cell-based format,CN(C[C@@H](CCN1CCC(c2ccccc2)CC1)c1cccc(Cl)c1)S(=O)(=O)c1ccccc1,,,CHEMBL1133956,Bioorg. Med. Chem. Lett.,2001.0,"{'bei': '15.13', 'le': '0.30', 'lle': '1.51', 'sei': '18.52'}",CHEMBL312701,,CHEMBL312701,7.52,1,http://www.openphacts.org/units/Nanomolar,147260,=,1,1,=,,IC50,nM,,30.0,CHEMBL274,Homo sapiens,C-C chemokine receptor type 5,9606,,,IC50,nM,UO_0000065,,30.0
,1139958,[],CHEMBL661604,Inhibition of [125I]-MIP-1 alpha binding to human CCR5 receptor expressed in Chinese hamster ovary (CHO) cells,B,,,BAO_0000190,BAO_0000219,cell-based format,Cc1ccccc1C1CCN(CC[C@H](CN(C)S(=O)(=O)c2ccccc2)c2cccc(Cl)c2)CC1,,,CHEMBL1133956,Bioorg. Med. Chem. Lett.,2001.0,"{'bei': '12.52', 'le': '0.25', 'lle': '0.08', 'sei': '15.75'}",CHEMBL84120,,CHEMBL84120,6.40,0,http://www.openphacts.org/units/Nanomolar,147273,=,1,1,=,,IC50,nM,,400.0,CHEMBL274,Homo sapiens,C-C chemokine receptor type 5,9606,,,IC50,nM,UO_0000065,,400.0
,1141176,[],CHEMBL661604,Inhibition of [125I]-MIP-1 alpha binding to human CCR5 receptor expressed in Chinese hamster ovary (CHO) cells,B,,,BAO_0000190,BAO_0000219,cell-based format,CN(C[C@@H](CCN1CCC2(CC1)CSc1ccccc12)c1cccc(Cl)c1)S(=O)(=O)c1ccccc1,,,CHEMBL1133956,Bioorg. Med. Chem. Lett.,2001.0,"{'bei': '12.14', 'le': '0.25', 'lle': '0.30', 'sei': '16.17'}",CHEMBL79716,,CHEMBL79716,6.57,1,http://www.openphacts.org/units/Nanomolar,147249,=,1,1,=,,IC50,nM,,270.0,CHEMBL274,Homo sapiens,C-C chemokine receptor type 5,9606,,,IC50,nM,UO_0000065,,270.0
,1183979,[],CHEMBL654652,Binding affinity against C-C chemokine receptor type 5 stably expressed in Chinese hamster ovary (CHO) cells using [125I]-MIP-1 alpha as the radioligand,B,,,BAO_0000190,BAO_0000219,cell-based format,C=CCN(C(=O)OCc1ccccc1)C1CCN(CCC(C)(CN2C(=O)N[C@H](Cc3c[nH]c4ccccc34)C2=O)c2ccccc2)CC1,,,CHEMBL1133866,Bioorg. Med. Chem. Lett.,2001.0,"{'bei': '12.81', 'le': '0.24', 'lle': '2.03', 'sei': '8.47'}",CHEMBL104698,,CHEMBL104698,8.30,0,http://www.openphacts.org/units/Nanomolar,196784,=,1,1,=,,IC50,nM,,5.0,CHEMBL274,Homo sapiens,C-C chemokine receptor type 5,9606,,,IC50,nM,UO_0000065,,5.0
,1186836,[],CHEMBL654652,Binding affinity against C-C chemokine receptor type 5 stably expressed in Chinese hamster ovary (CHO) cells using [125I]-MIP-1 alpha as the radioligand,B,,,BAO_0000190,BAO_0000219,cell-based format,CCN(C(=O)OCc1ccccc1)C1CCN(CCC(C)(CN2C(=O)N[C@H](Cc3c[nH]c4ccccc34)C2=O)c2cccc(Cl)c2)CC1,,,CHEMBL1133866,Bioorg. Med. Chem. Lett.,2001.0,"{'bei': '10.61', 'le': '0.20', 'lle': '0.35', 'sei': '7.26'}",CHEMBL319233,,CHEMBL319233,7.11,0,http://www.openphacts.org/units/Nanomolar,196769,=,1,1,=,,IC50,nM,,77.0,CHEMBL274,Homo sapiens,C-C chemokine receptor type 5,9606,,,IC50,nM,UO_0000065,,77.0
,1192070,[],CHEMBL654652,Binding affinity against C-C chemokine receptor type 5 stably expressed in Chinese hamster ovary (CHO) cells using [125I]-MIP-1 alpha as the radioligand,B,,,BAO_0000190,BAO_0000219,cell-based format,O=C1N[C@H](Cc2c[nH]c3ccccc23)C(=O)N1CC(CCN1CCC(c2ccccc2)CC1)c1cccc(Cl)c1,,,CHEMBL1133866,Bioorg. Med. Chem. Lett.,2001.0,"{'bei': '13.69', 'le': '0.26', 'lle': '1.26', 'sei': '11.11'}",CHEMBL106381,,CHEMBL106381,7.60,0,http://www.openphacts.org/units/Nanomolar,196788,=,1,1,=,,IC50,nM,,25.0,CHEMBL274,Homo sapiens,C-C chemokine receptor type 5,9606,,,IC50,nM,UO_0000065,,25.0
,1195845,[],CHEMBL654652,Binding affinity against C-C chemokine receptor type 5 stably expressed in Chinese hamster ovary (CHO) cells using [125I]-MIP-1 alpha as the radioligand,B,,,BAO_0000190,BAO_0000219,cell-based format,O=C1N[C@H](Cc2ccccc2)C(=O)N1CC(CCN1CCC(c2ccccc2)CC1)c1cccc(Cl)c1,,,CHEMBL1133866,Bioorg. Med. Chem. Lett.,2001.0,"{'bei': '12.79', 'le': '0.24', 'lle': '0.74', 'sei': '12.54'}",CHEMBL105109,,CHEMBL105109,6.60,0,http://www.openphacts.org/units/Nanomolar,196791,=,1,1,=,,IC50,nM,,250.0,CHEMBL274,Homo sapiens,C-C chemokine receptor type 5,9606,,,IC50,nM,UO_0000065,,250.0
,1197093,[],CHEMBL654652,Binding affinity against C-C chemokine receptor type 5 stably expressed in Chinese hamster ovary (CHO) cells using [125I]-MIP-1 alpha as the radioligand,B,,,BAO_0000190,BAO_0000219,cell-based format,C=CCN(C(=O)OCc1ccccc1)C1CCN(CCC(CN2C(=O)N[C@H](Cc3c[nH]c4ccccc34)C2=O)c2cccc(Cl)c2)CC1,,,CHEMBL1133866,Bioorg. Med. Chem. Lett.,2001.0,"{'bei': '12.75', 'le': '0.24', 'lle': '1.77', 'sei': '8.70'}",CHEMBL107128,,CHEMBL107128,8.52,0,http://www.openphacts.org/units/Nanomolar,196785,=,1,1,=,,IC50,nM,,3.0,CHEMBL274,Homo sapiens,C-C chemokine receptor type 5,9606,,,IC50,nM,UO_0000065,,3.0
,1201078,[],CHEMBL654652,Binding affinity against C-C chemokine receptor type 5 stably expressed in Chinese hamster ovary (CHO) cells using [125I]-MIP-1 alpha as the radioligand,B,,,BAO_0000190,BAO_0000219,cell-based format,O=C1N[C@H](Cc2c[nH]c3ccccc23)C(=O)N1CC(CCN1CCC(c2ccccc2)CC1)c1cccc(Cl)c1,,,CHEMBL1133866,Bioorg. Med. Chem. Lett.,2001.0,"{'bei': '12.78', 'le': '0.24', 'lle': '0.76', 'sei': '10.37'}",CHEMBL106381,,CHEMBL106381,7.10,0,http://www.openphacts.org/units/Nanomolar,196779,=,1,1,=,,IC50,nM,,80.0,CHEMBL274,Homo sapiens,C-C chemokine receptor type 5,9606,,,IC50,nM,UO_0000065,,80.0
,1207822,[],CHEMBL654652,Binding affinity against C-C chemokine receptor type 5 stably expressed in Chinese hamster ovary (CHO) cells using [125I]-MIP-1 alpha as the radioligand,B,,,BAO_0000190,BAO_0000219,cell-based format,CC(CCN1CCC(c2ccccc2)CC1)(CN1C(=O)N[C@H](Cc2c[nH]c3ccccc23)C1=O)c1cccc(Cl)c1,,,CHEMBL1133866,Bioorg. Med. Chem. Lett.,2001.0,"{'bei': '12.30', 'le': '0.23', 'lle': '0.49', 'sei': '10.23'}",CHEMBL107749,,CHEMBL107749,7.00,0,http://www.openphacts.org/units/Nanomolar,196773,=,1,1,=,,IC50,nM,,100.0,CHEMBL274,Homo sapiens,C-C chemokine receptor type 5,9606,,,IC50,nM,UO_0000065,,100.0
,1207824,[],CHEMBL654652,Binding affinity against C-C chemokine receptor type 5 stably expressed in Chinese hamster ovary (CHO) cells using [125I]-MIP-1 alpha as the radioligand,B,,,BAO_0000190,BAO_0000219,cell-based format,CCN(C(=O)OCc1ccccc1)C1CCN(CCC(CN2C(=O)N[C@H](Cc3c[nH]c4ccccc34)C2=O)c2ccccc2)CC1,,,CHEMBL1133866,Bioorg. Med. Chem. Lett.,2001.0,"{'bei': '12.68', 'le': '0.23', 'lle': '1.96', 'sei': '8.05'}",CHEMBL317860,,CHEMBL317860,7.89,0,http://www.openphacts.org/units/Nanomolar,196772,=,1,1,=,,IC50,nM,,13.0,CHEMBL274,Homo sapiens,C-C chemokine receptor type 5,9606,,,IC50,nM,UO_0000065,,13.0
,1209084,[],CHEMBL654652,Binding affinity against C-C chemokine receptor type 5 stably expressed in Chinese hamster ovary (CHO) cells using [125I]-MIP-1 alpha as the radioligand,B,,,BAO_0000190,BAO_0000219,cell-based format,C=CCN(C(=O)OCc1ccccc1)C1CCN(CCC(CN2C(=O)N[C@H](Cc3c[nH]c4ccccc34)C2=O)c2ccccc2)CC1,,,CHEMBL1133866,Bioorg. Med. Chem. Lett.,2001.0,"{'bei': '12.87', 'le': '0.24', 'lle': '2.06', 'sei': '8.32'}",CHEMBL104793,,CHEMBL104793,8.15,0,http://www.openphacts.org/units/Nanomolar,196786,=,1,1,=,,IC50,nM,,7.0,CHEMBL274,Homo sapiens,C-C chemokine receptor type 5,9606,,,IC50,nM,UO_0000065,,7.0
,1210414,[],CHEMBL654652,Binding affinity against C-C chemokine receptor type 5 stably expressed in Chinese hamster ovary (CHO) cells using [125I]-MIP-1 alpha as the radioligand,B,,,BAO_0000190,BAO_0000219,cell-based format,CN(C[C@@H](CCN1CCC2(CC1)C[S+]([O-])c1ccccc12)c1ccc(Cl)c(Cl)c1)S(=O)(=O)c1ccccc1,,,CHEMBL1133866,Bioorg. Med. Chem. Lett.,2001.0,"{'bei': '12.60', 'le': '0.27', 'lle': '1.52', 'sei': '12.92'}",CHEMBL79504,,CHEMBL79504,7.46,0,http://www.openphacts.org/units/Nanomolar,196768,=,1,1,=,,IC50,nM,,35.0,CHEMBL274,Homo sapiens,C-C chemokine receptor type 5,9606,,,IC50,nM,UO_0000065,,35.0
,1210415,[],CHEMBL654652,Binding affinity against C-C chemokine receptor type 5 stably expressed in Chinese hamster ovary (CHO) cells using [125I]-MIP-1 alpha as the radioligand,B,,,BAO_0000190,BAO_0000219,cell-based format,O=C1CC2(CCN(CCC(CN3C(=O)N[C@H](Cc4ccccc4)C3=O)c3cccc(Cl)c3)CC2)c2ccccc21,,,CHEMBL1133866,Bioorg. Med. Chem. Lett.,2001.0,"{'bei': '12.05', 'le': '0.23', 'lle': '1.10', 'sei': '9.61'}",CHEMBL319697,,CHEMBL319697,6.70,0,http://www.openphacts.org/units/Nanomolar,196794,=,1,1,=,,IC50,nM,,200.0,CHEMBL274,Homo sapiens,C-C chemokine receptor type 5,9606,,,IC50,nM,UO_0000065,,200.0
,1211819,[],CHEMBL654652,Binding affinity against C-C chemokine receptor type 5 stably expressed in Chinese hamster ovary (CHO) cells using [125I]-MIP-1 alpha as the radioligand,B,,,BAO_0000190,BAO_0000219,cell-based format,CN(C[C@@H](CCN1CCC2(CC1)C[S+]([O-])c1ccccc12)c1ccc(Cl)c(Cl)c1)C(=O)Cc1ccccc1,,,CHEMBL1133866,Bioorg. Med. Chem. Lett.,2001.0,"{'bei': '10.87', 'le': '0.22', 'lle': '-0.13', 'sei': '15.25'}",CHEMBL314342,,CHEMBL314342,6.19,0,http://www.openphacts.org/units/Nanomolar,196782,=,1,1,=,,IC50,nM,,640.0,CHEMBL274,Homo sapiens,C-C chemokine receptor type 5,9606,,,IC50,nM,UO_0000065,,640.0
,1213097,[],CHEMBL654652,Binding affinity against C-C chemokine receptor type 5 stably expressed in Chinese hamster ovary (CHO) cells using [125I]-MIP-1 alpha as the radioligand,B,,,BAO_0000190,BAO_0000219,cell-based format,O=C1CC2(CCN(CCC(CN3C(=O)N[C@H](c4ccccc4)C3=O)c3cccc(Cl)c3)CC2)c2ccccc21,,,CHEMBL1133866,Bioorg. Med. Chem. Lett.,2001.0,"{'bei': '11.47', 'le': '0.22', 'lle': '0.49', 'sei': '8.92'}",CHEMBL419172,,CHEMBL419172,6.22,0,http://www.openphacts.org/units/Nanomolar,196793,=,1,1,=,,IC50,nM,,606.0,CHEMBL274,Homo sapiens,C-C chemokine receptor type 5,9606,,,IC50,nM,UO_0000065,,606.0
,1216883,[],CHEMBL654652,Binding affinity against C-C chemokine receptor type 5 stably expressed in Chinese hamster ovary (CHO) cells using [125I]-MIP-1 alpha as the radioligand,B,,,BAO_0000190,BAO_0000219,cell-based format,CCN(C(=O)OCc1ccccc1)C1CCN(CCC(CN2C(=O)N[C@H](Cc3c[nH]c4ccccc34)C2=O)c2cccc(Cl)c2)CC1,,,CHEMBL1133866,Bioorg. Med. Chem. Lett.,2001.0,"{'bei': '13.26', 'le': '0.25', 'lle': '2.12', 'sei': '8.88'}",CHEMBL105975,,CHEMBL105975,8.70,0,http://www.openphacts.org/units/Nanomolar,196771,=,1,1,=,,IC50,nM,,2.0,CHEMBL274,Homo sapiens,C-C chemokine receptor type 5,9606,,,IC50,nM,UO_0000065,,2.0
,1216890,[],CHEMBL654652,Binding affinity against C-C chemokine receptor type 5 stably expressed in Chinese hamster ovary (CHO) cells using [125I]-MIP-1 alpha as the radioligand,B,,,BAO_0000190,BAO_0000219,cell-based format,CCN(C(=O)OCc1ccccc1)C1CCN(CCC(C)(CN2C(=O)N[C@H](Cc3c[nH]c4ccccc34)C2=O)c2ccccc2)CC1,,,CHEMBL1133866,Bioorg. Med. Chem. Lett.,2001.0,"{'bei': '13.21', 'le': '0.24', 'lle': '2.30', 'sei': '8.57'}",CHEMBL106907,,CHEMBL106907,8.40,0,http://www.openphacts.org/units/Nanomolar,196770,=,1,1,=,,IC50,nM,,4.0,CHEMBL274,Homo sapiens,C-C chemokine receptor type 5,9606,,,IC50,nM,UO_0000065,,4.0
,1218345,[],CHEMBL654652,Binding affinity against C-C chemokine receptor type 5 stably expressed in Chinese hamster ovary (CHO) cells using [125I]-MIP-1 alpha as the radioligand,B,,,BAO_0000190,BAO_0000219,cell-based format,CN(C[C@@H](CCN1CCC2(CC1)C[S+]([O-])c1ccccc12)c1cccc(Cl)c1)S(=O)(=O)c1ccccc1,,,CHEMBL1133866,Bioorg. Med. Chem. Lett.,2001.0,"{'bei': '14.36', 'le': '0.30', 'lle': '2.71', 'sei': '13.87'}",CHEMBL83338,,CHEMBL83338,8.00,0,http://www.openphacts.org/units/Nanomolar,196797,=,1,1,=,,IC50,nM,,10.0,CHEMBL274,Homo sapiens,C-C chemokine receptor type 5,9606,,,IC50,nM,UO_0000065,,10.0
,1219693,[],CHEMBL654652,Binding affinity against C-C chemokine receptor type 5 stably expressed in Chinese hamster ovary (CHO) cells using [125I]-MIP-1 alpha as the radioligand,B,,,BAO_0000190,BAO_0000219,cell-based format,C=CCN(C(=O)OCc1ccccc1)C1CCN(CCC(C)(CN2C(=O)N[C@H](Cc3c[nH]c4ccccc34)C2=O)c2cccc(Cl)c2)CC1,,,CHEMBL1133866,Bioorg. Med. Chem. Lett.,2001.0,"{'bei': '10.99', 'le': '0.21', 'lle': '0.57', 'sei': '7.65'}",CHEMBL107439,,CHEMBL107439,7.50,0,http://www.openphacts.org/units/Nanomolar,196783,=,1,1,=,,IC50,nM,,32.0,CHEMBL274,Homo sapiens,C-C chemokine receptor type 5,9606,,,IC50,nM,UO_0000065,,32.0
,1226106,[],CHEMBL649949,Compound was evaluated for the antagonist activity against C-C chemokine receptor type 5,F,,,BAO_0000190,BAO_0000019,assay format,Cc1ccc(-c2ccc3c(c2)C=C(C(=O)Nc2ccc(C[N+](C)(C)C4CCOCC4)cc2)CCC3)cc1.[Cl-],,,CHEMBL1133268,Bioorg. Med. Chem. Lett.,2000.0,,CHEMBL41275,,CHEMBL1178786,8.85,1,http://www.openphacts.org/units/Nanomolar,87272,=,1,1,=,,IC50,nM,,1.4,CHEMBL274,Homo sapiens,C-C chemokine receptor type 5,9606,,,IC50,nM,UO_0000065,,1.4
,1228615,[],CHEMBL654655,Ability to displace [125I]-labeled MIP-1alpha from the C-C chemokine receptor type 5 expressed on CHO cell membranes,B,,,BAO_0000190,BAO_0000219,cell-based format,c1ccc(C2CCN(C[C@H]3CN4O[C@H](c5ccccc5)C[C@H]4[C@@H]3c3ccccc3)CC2)cc1,,,CHEMBL1135079,Bioorg. Med. Chem. Lett.,2002.0,"{'bei': '17.26', 'le': '0.31', 'lle': '1.54', 'sei': '48.18'}",CHEMBL159097,,CHEMBL159097,7.57,0,http://www.openphacts.org/units/Nanomolar,313586,=,1,1,=,,IC50,nM,,27.0,CHEMBL274,Homo sapiens,C-C chemokine receptor type 5,9606,,,IC50,nM,UO_0000065,,27.0
,1229897,[],CHEMBL654655,Ability to displace [125I]-labeled MIP-1alpha from the C-C chemokine receptor type 5 expressed on CHO cell membranes,B,,,BAO_0000190,BAO_0000219,cell-based format,C=CCN(C(=O)OCc1ccc([N+](=O)[O-])cc1)C1CCN(C[C@@H]2[C@@H](c3ccccc3)CN3OC4(CCCCC4)C[C@@H]23)CC1,,,CHEMBL1135079,Bioorg. Med. Chem. Lett.,2002.0,"{'bei': '13.34', 'le': '0.25', 'lle': '1.54', 'sei': '8.89'}",CHEMBL157983,,CHEMBL157983,7.85,1,http://www.openphacts.org/units/Nanomolar,313592,=,1,1,=,,IC50,nM,,14.0,CHEMBL274,Homo sapiens,C-C chemokine receptor type 5,9606,,,IC50,nM,UO_0000065,,14.0
,1233352,[],CHEMBL654655,Ability to displace [125I]-labeled MIP-1alpha from the C-C chemokine receptor type 5 expressed on CHO cell membranes,B,,,BAO_0000190,BAO_0000219,cell-based format,CCN(C(=O)OCc1ccccc1)C1CCN(C[C@H]2CN3O[C@H](c4ccccc4)C[C@H]3[C@@H]2c2ccccc2)CC1,,,CHEMBL1135079,Bioorg. Med. Chem. Lett.,2002.0,,CHEMBL351973,,CHEMBL351973,,0,http://www.openphacts.org/units/Nanomolar,313587,~,1,1,~,,IC50,nM,,27.0,CHEMBL274,Homo sapiens,C-C chemokine receptor type 5,9606,,,IC50,nM,UO_0000065,,27.0
,1233354,[],CHEMBL654655,Ability to displace [125I]-labeled MIP-1alpha from the C-C chemokine receptor type 5 expressed on CHO cell membranes,B,,,BAO_0000190,BAO_0000219,cell-based format,C=CCN(C(=O)OCc1ccc([N+](=O)[O-])cc1)C1CCN(C[C@H]2CN3OC4(CCCCC4)C[C@H]3[C@@H]2c2ccccc2)CC1,,,CHEMBL1135079,Bioorg. Med. Chem. Lett.,2002.0,"{'bei': '16.79', 'le': '0.31', 'lle': '3.58', 'sei': '11.18'}",CHEMBL157491,,CHEMBL157491,9.89,0,http://www.openphacts.org/units/Nanomolar,313588,=,1,1,=,,IC50,nM,,0.13,CHEMBL274,Homo sapiens,C-C chemokine receptor type 5,9606,,,IC50,nM,UO_0000065,,0.13
,1236243,[],CHEMBL654655,Ability to displace [125I]-labeled MIP-1alpha from the C-C chemokine receptor type 5 expressed on CHO cell membranes,B,,,BAO_0000190,BAO_0000219,cell-based format,C=CCN(C(=O)OCc1ccc([N+](=O)[O-])cc1)C1CCN(C[C@@H]2[C@@H](c3ccccc3)CN3O[C@H](c4ccccc4)C[C@@H]23)CC1,,,CHEMBL1135079,Bioorg. Med. Chem. Lett.,2002.0,"{'bei': '13.78', 'le': '0.26', 'lle': '1.88', 'sei': '9.30'}",CHEMBL158754,,CHEMBL158754,8.22,0,http://www.openphacts.org/units/Nanomolar,313598,=,1,1,=,,IC50,nM,,6.0,CHEMBL274,Homo sapiens,C-C chemokine receptor type 5,9606,,,IC50,nM,UO_0000065,,6.0
,1236245,[],CHEMBL654655,Ability to displace [125I]-labeled MIP-1alpha from the C-C chemokine receptor type 5 expressed on CHO cell membranes,B,,,BAO_0000190,BAO_0000219,cell-based format,c1ccc(C2CCN(C[C@@H]3[C@@H](c4ccccc4)CN4OC5(CCCCC5)C[C@@H]34)CC2)cc1,,,CHEMBL1135079,Bioorg. Med. Chem. Lett.,2002.0,"{'bei': '17.37', 'le': '0.32', 'lle': '1.49', 'sei': '47.62'}",CHEMBL539943,,CHEMBL539943,7.48,1,http://www.openphacts.org/units/Nanomolar,313595,=,1,1,=,,IC50,nM,,33.0,CHEMBL274,Homo sapiens,C-C chemokine receptor type 5,9606,,,IC50,nM,UO_0000065,,33.0
,1237449,[],CHEMBL654655,Ability to displace [125I]-labeled MIP-1alpha from the C-C chemokine receptor type 5 expressed on CHO cell membranes,B,,,BAO_0000190,BAO_0000219,cell-based format,c1ccc(CCCC2CCN(C[C@H]3CN4OC5(CCCCC5)C[C@H]4[C@@H]3c3ccccc3)CC2)cc1,,,CHEMBL1135079,Bioorg. Med. Chem. Lett.,2002.0,"{'bei': '17.13', 'le': '0.32', 'lle': '1.26', 'sei': '51.54'}",CHEMBL159018,,CHEMBL159018,8.10,0,http://www.openphacts.org/units/Nanomolar,313590,=,1,1,=,,IC50,nM,,8.0,CHEMBL274,Homo sapiens,C-C chemokine receptor type 5,9606,,,IC50,nM,UO_0000065,,8.0
,1239952,[],CHEMBL654655,Ability to displace [125I]-labeled MIP-1alpha from the C-C chemokine receptor type 5 expressed on CHO cell membranes,B,,,BAO_0000190,BAO_0000219,cell-based format,c1ccc(CCCC2CCN(C[C@@H]3[C@@H](c4ccccc4)CN4OC5(CCCCC5)C[C@@H]34)CC2)cc1,,,CHEMBL1135079,Bioorg. Med. Chem. Lett.,2002.0,"{'bei': '15.15', 'le': '0.28', 'lle': '0.32', 'sei': '45.58'}",CHEMBL436245,,CHEMBL436245,7.16,0,http://www.openphacts.org/units/Nanomolar,313594,=,1,1,=,,IC50,nM,,69.0,CHEMBL274,Homo sapiens,C-C chemokine receptor type 5,9606,,,IC50,nM,UO_0000065,,69.0
,1239954,[],CHEMBL654655,Ability to displace [125I]-labeled MIP-1alpha from the C-C chemokine receptor type 5 expressed on CHO cell membranes,B,,,BAO_0000190,BAO_0000219,cell-based format,c1ccc(C2CCN(C[C@H]3CN4OC5(CCCCC5)C[C@H]4[C@@H]3c3ccccc3)CC2)cc1,,,CHEMBL1135079,Bioorg. Med. Chem. Lett.,2002.0,"{'bei': '17.11', 'le': '0.31', 'lle': '1.38', 'sei': '46.89'}",CHEMBL350027,,CHEMBL350027,7.37,0,http://www.openphacts.org/units/Nanomolar,313591,=,1,1,=,,IC50,nM,,43.0,CHEMBL274,Homo sapiens,C-C chemokine receptor type 5,9606,,,IC50,nM,UO_0000065,,43.0
,1246519,[],CHEMBL654655,Ability to displace [125I]-labeled MIP-1alpha from the C-C chemokine receptor type 5 expressed on CHO cell membranes,B,,,BAO_0000190,BAO_0000219,cell-based format,c1ccc(CCCC2CCN(C[C@H]3CN4O[C@H](c5ccccc5)C[C@H]4[C@@H]3c3ccccc3)CC2)cc1,,,CHEMBL1135079,Bioorg. Med. Chem. Lett.,2002.0,"{'bei': '17.27', 'le': '0.31', 'lle': '1.42', 'sei': '52.84'}",CHEMBL161093,,CHEMBL161093,8.30,0,http://www.openphacts.org/units/Nanomolar,313597,=,1,1,=,,IC50,nM,,5.0,CHEMBL274,Homo sapiens,C-C chemokine receptor type 5,9606,,,IC50,nM,UO_0000065,,5.0
,1247760,[],CHEMBL654655,Ability to displace [125I]-labeled MIP-1alpha from the C-C chemokine receptor type 5 expressed on CHO cell membranes,B,,,BAO_0000190,BAO_0000219,cell-based format,c1ccc(CCCC2CCN(C[C@@H]3[C@@H](c4ccccc4)CN4O[C@H](c5ccccc5)C[C@@H]34)CC2)cc1,,,CHEMBL1135079,Bioorg. Med. Chem. Lett.,2002.0,"{'bei': '16.56', 'le': '0.30', 'lle': '1.08', 'sei': '50.66'}",CHEMBL350763,,CHEMBL350763,7.96,0,http://www.openphacts.org/units/Nanomolar,313600,=,1,1,=,,IC50,nM,,11.0,CHEMBL274,Homo sapiens,C-C chemokine receptor type 5,9606,,,IC50,nM,UO_0000065,,11.0
,1247762,[],CHEMBL654655,Ability to displace [125I]-labeled MIP-1alpha from the C-C chemokine receptor type 5 expressed on CHO cell membranes,B,,,BAO_0000190,BAO_0000219,cell-based format,CCN(C(=O)OCc1ccccc1)C1CCN(C[C@@H]2[C@@H](c3ccccc3)CN3OC4(CCCCC4)C[C@@H]23)CC1,,,CHEMBL1135079,Bioorg. Med. Chem. Lett.,2002.0,"{'bei': '13.29', 'le': '0.25', 'lle': '0.84', 'sei': '15.61'}",CHEMBL161480,,CHEMBL161480,7.07,1,http://www.openphacts.org/units/Nanomolar,313593,=,1,1,=,,IC50,nM,,86.0,CHEMBL274,Homo sapiens,C-C chemokine receptor type 5,9606,,,IC50,nM,UO_0000065,,86.0
,1249306,[],CHEMBL654655,Ability to displace [125I]-labeled MIP-1alpha from the C-C chemokine receptor type 5 expressed on CHO cell membranes,B,,,BAO_0000190,BAO_0000219,cell-based format,CCN(C(=O)OCc1ccccc1)C1CCN(C[C@H]2CN3OC4(CCCCC4)C[C@H]3[C@@H]2c2ccccc2)CC1,,,CHEMBL1135079,Bioorg. Med. Chem. Lett.,2002.0,"{'bei': '15.61', 'le': '0.29', 'lle': '2.07', 'sei': '18.34'}",CHEMBL423427,,CHEMBL423427,8.30,0,http://www.openphacts.org/units/Nanomolar,313589,=,1,1,=,,IC50,nM,,5.0,CHEMBL274,Homo sapiens,C-C chemokine receptor type 5,9606,,,IC50,nM,UO_0000065,,5.0
,1253943,[],CHEMBL654655,Ability to displace [125I]-labeled MIP-1alpha from the C-C chemokine receptor type 5 expressed on CHO cell membranes,B,,,BAO_0000190,BAO_0000219,cell-based format,CCN(C(=O)OCc1ccccc1)C1CCN(C[C@@H]2[C@@H](c3ccccc3)CN3O[C@H](c4ccccc4)C[C@@H]23)CC1,,,CHEMBL1135079,Bioorg. Med. Chem. Lett.,2002.0,"{'bei': '13.59', 'le': '0.25', 'lle': '1.07', 'sei': '16.21'}",CHEMBL158438,,CHEMBL158438,7.34,1,http://www.openphacts.org/units/Nanomolar,313601,=,1,1,=,,IC50,nM,,46.0,CHEMBL274,Homo sapiens,C-C chemokine receptor type 5,9606,,,IC50,nM,UO_0000065,,46.0
,1254264,[],CHEMBL649975,Inhibition of chemotactic protein to CCR5,F,,,BAO_0000190,BAO_0000019,assay format,Cc1ccc(-c2ccc3c(c2)C=C(C(=O)Nc2ccc(C[N+](C)(C)C4CCOCC4)cc2)CCC3)cc1.[Cl-],,,CHEMBL1135909,J. Med. Chem.,2002.0,,CHEMBL41275,,CHEMBL1178786,8.92,0,http://www.openphacts.org/units/Nanomolar,62807,=,1,1,=,,IC50,nM,,1.2,CHEMBL274,Homo sapiens,C-C chemokine receptor type 5,9606,,,IC50,nM,UO_0000065,,1.2
,1256803,[],CHEMBL654655,Ability to displace [125I]-labeled MIP-1alpha from the C-C chemokine receptor type 5 expressed on CHO cell membranes,B,,,BAO_0000190,BAO_0000219,cell-based format,c1ccc(C2CCN(C[C@@H]3[C@@H](c4ccccc4)CN4O[C@H](c5ccccc5)C[C@@H]34)CC2)cc1,,,CHEMBL1135079,Bioorg. Med. Chem. Lett.,2002.0,"{'bei': '17.15', 'le': '0.31', 'lle': '1.49', 'sei': '47.89'}",CHEMBL161594,,CHEMBL161594,7.52,1,http://www.openphacts.org/units/Nanomolar,313599,=,1,1,=,,IC50,nM,,30.0,CHEMBL274,Homo sapiens,C-C chemokine receptor type 5,9606,,,IC50,nM,UO_0000065,,30.0
